ARVAMUS,http://arvamus.postimees.ee/1001520/anvar-samost-tahan-politseile-kindel-olla/,1,negatiivne,"Enam kui kümme aastat tagasi tegutses huumorisaates «Wremja» inspektor Kukeke, kes kogu aeg vingus väikese palga pärast ja vaatas, mida saaks töö juurest koju tassida. Stsenaristid Andrus Kivirähk ja Mart Juur olid Kukekese isikusse kokku valanud kõik, mis 1990. aastate Eesti politseinikke halvast küljest iseloomustas."
ARVAMUS,http://arvamus.postimees.ee/1001520/anvar-samost-tahan-politseile-kindel-olla/,2,vastuoluline,"Neid ridu kirjutades tundub isegi ebaviisakas seda karikatuurset kuju meenutada. Juba saate eetrisse mineku ajal oli tegemist vaatega ajalukku. Politsei on vabanenud üleminekuajal parema puudumisel palgatud juhuseotsijatest. Samuti jõudis ühena esimestest politseijuhtideni arusaamine, et avalik kaeblemine palkade üle ei tule ühelegi organisatsioonile kasuks – kannatab maine ja raha juurde ei tule."
ARVAMUS,http://arvamus.postimees.ee/1001520/anvar-samost-tahan-politseile-kindel-olla/,3,positiivne,"Isiklikult kohtasin natukegi Kukekese moodi politseinikku viimati kaheksa aasta eest Lätis. Eranditult kõik viimase kümnendi kokkupuuted politseiametnikega on kinnitanud: vaatamata raskustele on Eesti riik suutnud korrakaitsjateks värvata inimesi, kes on arukad, kohusetundlikud, lugupidamist sisendavas füüsilises vormis ja hea väljendusoskusega."
ARVAMUS,http://arvamus.postimees.ee/1001520/anvar-samost-tahan-politseile-kindel-olla/,4,vastuoluline,"Olen näinud ka, kuidas patrull korrarikkujat taltsutab, ning suur osa sellest seisnes enesekindlas olekus ning vastuvaidlemist välistavalt, kuid rahulikult antud korraldustes. Aprillirahutuste ajal veendusime, et Eesti politsei suudab käituda ründajatega väga karmilt. Vaevalt et mitmeks tunniks näoli porisele asfaldile pandud märatsejat lohutas, et kohus hiljem teda riigijuhtide lubatud viisil aastateks vangi ei pannud."
ARVAMUS,http://arvamus.postimees.ee/1001520/anvar-samost-tahan-politseile-kindel-olla/,5,negatiivne,"Kummaline on nüüd äkki lugeda politsei ja siseministeeriumi ametnike kurtmist kohtu poolt politseinike ründajatele (lihtsalt öeldes – peksjatele) määratud karistuste üle. Tsiteerin ERRile intervjuu andnud politseinikku: «See ei ole normaalne, et sellised jõmikad tulevad, tümitavad ja nii ongi noh. Mingi tagajärg peab saabuma neile, [kes politseiametniku vastu kätt tõstavad].»"
ARVAMUS,http://arvamus.postimees.ee/1001520/anvar-samost-tahan-politseile-kindel-olla/,6,negatiivne,"Küsimus pole mitte leebetes karistustes, vaid selles, et purjus ja relvadeta kraaklejad läksid täisvarustuses patrullpolitseinikele kallale ja said neist hõlpsalt jagu. Politseiametnikule on riik andnud õiguse vajadusel vägivalda kasutada. Praegu kuuleme aga hoopis politseinike kaastunnet äratavaid kirjeldusi, kuidas neid rusikate ja jalgadega peksti, kuidas kumminui ära võeti, kuidas kägistati ja taga aeti."
ARVAMUS,http://arvamus.postimees.ee/1001520/anvar-samost-tahan-politseile-kindel-olla/,7,negatiivne,"Ajakirjanikuna ei saa ma politseile soovitada peksasaamise mahavaikimist, aga maksumaksja ja kodanikuna on tunne, et vähemalt piinlikud eneseõigustused oleksid võinud ära jääda."
ARVAMUS,http://arvamus.postimees.ee/1001524/jarmo-makela-miks-venemaa-soomet-kiusab/,1,negatiivne,"Eelmise aasta detsembris avaldas Venemaa välisministeerium oma esimese inimõiguste raporti. Selles pole juttu Venemaa territooriumil elavate kodanike inimõigustest ega nende rikkumisest – sellist raportit Venemaa ametnikelt niipea ei tule. Jutuks on rikkumised, mis on ametnike arvates saanud osaks Venemaa kodanikele välismaal."
ARVAMUS,http://arvamus.postimees.ee/1001524/jarmo-makela-miks-venemaa-soomet-kiusab/,2,negatiivne,"Patuste nimekirja tipus on USA, kellele adresseeritud süüdistusi leiame raportist 17 lehekülje jagu, teiseks tulid Balti riigid 16 leheküljega ning kolmanda koha pälvis väike Gruusia kümne leheküljega."
ARVAMUS,http://arvamus.postimees.ee/1001524/jarmo-makela-miks-venemaa-soomet-kiusab/,3,negatiivne,"Soome vastu suunatud süüdistused on kirja pandud viiel lehel. See nimekiri on piisavalt pikk näitamaks, et sinisilmsed on need, kes endiselt arvavad, et Soomel on Venemaa silmis «hea naabrina» mingisugune eriline positsioon. Kõik Soome süüdistused puudutasid perekonnaõigust."
ARVAMUS,http://arvamus.postimees.ee/1001524/jarmo-makela-miks-venemaa-soomet-kiusab/,4,positiivne,"Osana suurriigi positsiooni taastamisest on Venemaal mitme aasta vältel loodud süsteemi, mille eesmärk on toetada Venemaa sise- ja välispoliitilisi pürgimusi enam kui 35 miljoni välismaal elava Venemaa kodaniku ja sealt pärit inimese abil. Aluseks on 2010. aasta suvel uuendatud välismaal elavate kaasmaalaste toetamise seadus."
ARVAMUS,http://arvamus.postimees.ee/1001524/jarmo-makela-miks-venemaa-soomet-kiusab/,5,vastuoluline,"Sellele eelnes 2008. aastal heaks kiidetud Venemaa välispoliitika kontseptsioon. Seal määratleti ühena välispoliitika eesmärkidest välismaal elavate Venemaa kodanike ja kaasmaalaste õiguste ning nende õigustatud eeliste kaitsmine. Selles dokumendis reserveeris Venemaa endale ka õiguse kaitsta oma kodanikke ning nende õigusi välismaal relva jõul. Rahvusvahelise pahameele peale seletas Venemaa, et silmas peetakse kaitset relvastatud rünnaku vastu. Kaitstavate hulka kuuluvaks loeti peale venelaste ja nende järeltulijate ka vene kultuuri ja keelt hindavad teiste riikide kodanikud."
ARVAMUS,http://arvamus.postimees.ee/1001524/jarmo-makela-miks-venemaa-soomet-kiusab/,6,positiivne,"Seda poliitikat ajab riiklik välismaal elavate kaasmaalaste komitee ning vastav SRÜ maade jaoks loodud organ. Tegevust rahastatakse 2007. aastal loodud sihtasutuse Russki Mir kaudu. Masinavärk täienes selle aasta alguses, kui tööd alustas välismaal elavate kaasmaalaste õigusi toetav ja kaitsev rahastu. Kõigi nende organite tegevust juhib Venemaa välisminister Sergei Lavrov."
ARVAMUS,http://arvamus.postimees.ee/1001524/jarmo-makela-miks-venemaa-soomet-kiusab/,7,vastuoluline,"Miks panustab Venemaa sellesse nii palju administratiivseid ja majanduslikke ressursse? Enne presidendivalimisi ilmunud välispoliitikat puudutavas artiklis väljendas Vladimir Putin asja nii: «Austus, mida kodanikud oma riigi vastu tunnevad, tugineb muu hulgas riigi võimele kaitsta oma kodanike õigusi välismaal.» See poliitika on Venemaal populaarne. Kui seda teravdatakse, suurendades ja võltsides kannatusi, mida kaasmaalased välismaal kogevad, siis kasvab inimeste usaldus oma maa juhtide vastu, kodanike soov emigreeruda väheneb ning parimal juhul võib neid koguni Venemaale tagasi kolima meelitada."
ARVAMUS,http://arvamus.postimees.ee/1001524/jarmo-makela-miks-venemaa-soomet-kiusab/,8,negatiivne,"Kremli seisukohalt on kurb, et väljaspool Venemaa piire on see poliitika erakordselt ebapopulaarne. Välismaale kolinud venelased ei taha organiseeruda koordinatsiooninõukogude taktikepi alla, mida Venemaa on asutanud juba enam kui 80 riiki. Nad ei tunne ka erilist soovi Venemaale tagasi minna. Ehkki eelmisel aastal oli Venemaale tagasi kolijaid enam kui kunagi enne – 31 000 inimest –, on väljarändajaid siiski rohkem. Venemaa professionaalse masinavärgi vastas on Soomes sotsiaalametnikud, kes pole avalike esinemistega harjunud ning kellelt on seadusega võetud õigus kaitsta oma tegevust ja oma au. Neis on Venemaa ära tundnud tänuväärse saagi, millest kergelt ei loobuta."
ARVAMUS,http://arvamus.postimees.ee/1002810/toomas-peterson-suur-estonian-air-vaikses-eestis/,1,neutraalne,"Lennundusekspert Toomas Peterson kirjutab, et väga lihtsustatult on Estonian Airiga kaks võimalust – kas firma likvideerida või luua täiesti uus kontseptsioon."
ARVAMUS,http://arvamus.postimees.ee/1002810/toomas-peterson-suur-estonian-air-vaikses-eestis/,2,vastuoluline,"Kas Estonian Air jääbki meile põhjamaiseks saagalikuks kiviks kaelas või suudame selle lõputu õuduse kuidagi likvideerida? Kas suudame välja pakkuda positiivse programmi ning selle ka efektiivselt ellu viia või jääb ainukeseks võimaluseks õudne lõpp? Inimkonnale on läbi aegade olnud omane võimatute ja võimalike probleemide püstitamine ning nende kangelaslik lahendamine."
ARVAMUS,http://arvamus.postimees.ee/1002810/toomas-peterson-suur-estonian-air-vaikses-eestis/,3,negatiivne,"Euroopa lennunduses ei ole kerged ajad. Kütuse kallinemine, euro nõrgenemine, olematu majanduskasv ning armutu konkurents idariikide ja Ameerika lennukompaniidega on viinud ka IATA tõdemuseni, et kui 2011. aastal tootsid Euroopa lennukompaniid veel pool miljardit dollarit puhaskasumit, siis 2012. aastal pakutakse juba üle miljardi kahjumit."
ARVAMUS,http://arvamus.postimees.ee/1002810/toomas-peterson-suur-estonian-air-vaikses-eestis/,4,positiivne,"Euroopa Komisjon on lõpuks ometi hakanud probleemi lahendama, tulles välja uue initsiatiiviga, kus pearõhk on pandud lennunduslepingute sõlmimisele ja muutmisele kolmandate riikidega, ka omandisuhete reeglistiku ülevaatamine."
ARVAMUS,http://arvamus.postimees.ee/1002810/toomas-peterson-suur-estonian-air-vaikses-eestis/,5,negatiivne,"Protsessis on ka nn avatud taeva (Open Sky) programm, et lahendada Euroopa enda lennuliikluse kitsaskohti. Kõike seda kroonib Estonian Airi üha paisuv negatiivne kuvand eestimaalaste silmis, mille üheks põhjuseks võiks pidada firma juhi Tero Taskila Eesti tingimustes ebaproportsionaalselt suurt töötasu."
ARVAMUS,http://arvamus.postimees.ee/1002810/toomas-peterson-suur-estonian-air-vaikses-eestis/,6,vastuoluline,"Segadus kollektiivlepingute ümber, heitlus lennukite tüüpide vahetamisega, pidev sihtkohtade ja sageduste muutmine, konkurents odavlennufirmadega – sellises taustsüsteemis muutub üha enam küsitavaks Estonian Airi eksistents, väljapääsuks on üksnes uued ja originaalsed lahendused."
ARVAMUS,http://arvamus.postimees.ee/1002810/toomas-peterson-suur-estonian-air-vaikses-eestis/,7,negatiivne,"Estonian Airist viimasel ajal tulnud ning meedias ja rahvasuus võimendunud teated viitavad ilmselgelt tõsiasjale, et «suur» Estonian Air ei mahu «väiksesse» Eestisse."
ARVAMUS,http://arvamus.postimees.ee/1002810/toomas-peterson-suur-estonian-air-vaikses-eestis/,8,neutraalne,"Pisut retooriline küsimus, kelle või mille jaoks on Estonian Ai, nõuab taas vastust. Oleme jõudnud olukorda, kus vastus peaks olema juba konkreetne. Siinkohal tuleks hoiduda rahvusliku lennukompanii mõistest, mis pärineb ajast, kui lennundusäri oli peaaegu sajaprotsendiliselt riigi kontrolli all ning riigid ja nende grupeeringud reguleerisid äärmise põhjalikkusega lennundusturgu."
ARVAMUS,http://arvamus.postimees.ee/1002810/toomas-peterson-suur-estonian-air-vaikses-eestis/,9,negatiivne,"Uuel juhil Tero Taskilal ning tema meeskonnal on olnud peaaegu juba aasta oma uue (paraku lennunduses palju proovitud) strateegia evitamiseks. Ja tundub, et probleem ei ole niivõrd Taskila palga suuruses ega Joakim Heleniuse taandumises, kuivõrd küsimuses, kuidas edasi. Kas maksumaksja on nõus veel 50 miljonile lisaks panustama või tunnistame, et riigi omandis olev firma peab asjad pakkima. Kaks püstitatud eesmärki – rohkem sihtpunkte ja sagedusi Euroopa tähtsamatesse linnadesse ning puhaskasumi taotlus juba 2013. aastaks – on ilmselt vastukäivad ja viivad firma vääramatult ummikusse."
ARVAMUS,http://arvamus.postimees.ee/1002810/toomas-peterson-suur-estonian-air-vaikses-eestis/,10,negatiivne,"Estonian Airi juhtdel ning avalikkusel tuleks aru saada, et sellisel kujul strateegia ei toimi. Väga lihtsustatult võib väita, et võimalusi on kaks: firma likvideerida või luua täiesti uus kontseptsioon."
ARVAMUS,http://arvamus.postimees.ee/1002810/toomas-peterson-suur-estonian-air-vaikses-eestis/,11,negatiivne,"Estonian Airi likvideerimisega lahti kammitsevast probleemist, kuid langeme üha enam perifeeriasse. Lahenduste puudumine maantee- ja raudteetranspordis lausa nõuavad sidemete säilitamist õhuteid pidi. Kulunud ütlus on, et turg tühja kohta ei salli, et tulevad mõned odavlennufirmad, võib-olla ka mõned kontinentaalsed lennud Aasiast, kuid meie probleeme see ei lahenda."
ARVAMUS,http://arvamus.postimees.ee/1002810/toomas-peterson-suur-estonian-air-vaikses-eestis/,12,neutraalne,"Kui soovime suurendada eksporti ning selle kaudu tagada majanduskasvu, peame kas või minimaalselt säilitama lennud Euroopa tähtsamatesse linnadesse, oluliselt kontrollides seda protsessi kas läbi omandisuhte Estonian Airis või kokkulepete kaudu siia potentsiaalselt lendavate lennukompaniidega."
ARVAMUS,http://arvamus.postimees.ee/1002810/toomas-peterson-suur-estonian-air-vaikses-eestis/,13,positiivne,"Teine variant on jätkamine. Ilmselt ei ole see uus mõte, et Estonian Airi jätkusuutlikkuse tagamiseks on vajalik praeguse omaniku – riigi – rahaline toetus. Eelduseks on usaldus juhtkonna ja firma kui terviku vastu. Välistada ei saa juhtkonna vahetust. Uus juht ei pea olema lennunduse kogemustega, hea juht oskab vaadata kliendikeskselt, olles ise palju reisinud."
ARVAMUS,http://arvamus.postimees.ee/1002810/toomas-peterson-suur-estonian-air-vaikses-eestis/,14,vastuoluline,"Turundusele ja laiendamisele orienteeritud Tero Taskilal on ilmselt probleeme kulude kokkuhoiuga, mis tuli esile Air Balticu näitel. Juhul kui läks untsu, tuleb seda tunnistada ning taanduda. Kodurahu huvides tuleb panna etteotsa hea ärivaistuga juht, kes meie kõigi poolt välja pakutud strateegiat ellu viib: meie raha, meie strateegia ja vastutus."
ARVAMUS,http://arvamus.postimees.ee/1002810/toomas-peterson-suur-estonian-air-vaikses-eestis/,15,positiivne,"Aga peamine on uus strateegia. Defineerime oma vajadused, võimalused ja eelkõige tahtmise Estonian Airi säilitada. Jätkamise korral on kaks võimalust: kas odavlennufirma või mastaabiefekti kasutav praegune Estonian Air."
ARVAMUS,http://arvamus.postimees.ee/1002810/toomas-peterson-suur-estonian-air-vaikses-eestis/,16,positiivne,"Mõlema variandi evitamise eelduseks on firma lahutamine kaheks: üks lendab propellerlennukitega kodumaistel liinidel ning näiteks Peterburi ja Helsingisse, teine katab Euroopa tähtsamad sõlmpunktid. Lahutamine on mõttekas esiteks tulevasi investoreid silmas pidades, kes võiksid terenduma hakata firmade majandustulemuste paranemisel ja üldise majanduskliima tervenemisel."
ARVAMUS,http://arvamus.postimees.ee/1002810/toomas-peterson-suur-estonian-air-vaikses-eestis/,17,positiivne,"Teiseks tuleb ilmselt tulevikus kaaluda Eesti siselendude doteerimist. Arvestades turu väiksust, võiksime kohalikule firmale anda loomuliku monopoli staatuse. Odavlennufirmasse tuleb võtta kõik ühte tüüpi uued lennukid ning lennata igapäevase sagedusega Stockholmi, Kopenhaagenisse, Brüsselisse, Pariisi, Londonisse, Berliini, Rooma, Amsterdami püüdes koordineerida teiste lennufirmadega edasilendude aegu."
ARVAMUS,http://arvamus.postimees.ee/1002810/toomas-peterson-suur-estonian-air-vaikses-eestis/,18,vastuoluline,"Mastaapse Estonian Airi ehk praeguse firma säilitamise kontekstis võib eeskujuks tuua Finnairi, kes suutis turgu laiendada Aasia lendudega, kasutades mastaabiefekti võimalusi. See nõuab palju raha ja aega."
